"Börsdata ID";"Company";"Stock price - Current";"Info - Price Currency";"Info - Country";"Info - Ticker";"Info - Sector";"Market Cap - Current SEK";"P/E - Current";"Earnings/share - Growth 1y";"PEG - Current";"ROC - Current";"Rel. Perform - Perform. 1y"
"1871";"2020 Bulkers";"132.00";"NOK";"Norway";"2020";"Industrials";"3117.7";"10.1";"-61.3%";"-0.2";"29.1%";"-3.1%"
"1550";"2cureX";"1.23";"SEK";"Sweden";"2CUREX";"Health Care";"30.8";"-11.8";"36.7%";;;"214.9%"
"1435";"36 Group";"0.16";"SEK";"Sweden";"36GRP";"Consumer Durables";"5.7";"-0.3";"73.1%";;"-40.2%";"-93.8%"
"2396";"4C Group";"8.32";"SEK";"Sweden";"4C";"Technology";"318.4";"-19.0";"-337.4%";;"2.8%";"-55.8%"
"1165";"5th Planet Games";"1.32";"NOK";"Norway";"5PG";"Consumer Durables";"363.5";"86.3";"270.2%";"0.3";"-10.8%";"23.4%"
"889";"A.P. Moller Maersk B";"18380.00";"DKK";"Denmark";"MAERSK B";"Industrials";"439314.9";"16.1";"-53.7%";"-0.3";"5.4%";"38.6%"
"1398";"AAC Clyde Space";"115.60";"SEK";"Sweden";"AAC";"Technology";"891.6";"-15.2";"-663.0%";;"-5.6%";"35.1%"
"2";"AAK";"225.80";"SEK";"Sweden";"AAK";"Food and Beverage";"58832.4";"17.1";"-3.3%";"-5.2";"23.0%";"-27.0%"
"1213";"Aalborg Boldspilklub";"27.00";"DKK";"Denmark";"AAB";"Consumer Durables";"109.9";"7.5";"116.8%";"0.1";"16.2%";"-15.2%"
"1833";"Aallon Group";"9.06";"EUR";"Finland";"AALLON";"Financials";"397.4";"14.9";"1.1%";"14.0";"13.3%";"-20.4%"
"1181";"Aasen Sparebank";"147.94";"NOK";"Norway";"AASB";"Financials";"263.6";"11.4";"14.1%";"0.8";"1.5%";"5.5%"
"2481";"ABAS Protect";"7.30";"SEK";"Sweden";"ABAS";"Industrials";"51.6";"-15.2";"-562.3%";;"-3.6%";"-22.9%"
"3";"ABB";"776.00";"SEK";"Sweden";"ABB";"Industrials";"1430866.0";"33.6";"17.4%";"1.9";"25.4%";"28.3%"
"1461";"Abelco Investment";"0.0040";"SEK";"Sweden";"ABIG";"Financials";"9.2";"-1.1";;;"-11.3%";"-28.3%"
"2079";"Abera Bioscience";"6.10";"SEK";"Sweden";"ABERA";"Health Care";"125.0";"-10.8";"-690.4%";;;"9.0%"
"1034";"ABG Sundal Collier";"7.92";"NOK";"Norway";"ABG";"Financials";"4305.1";"11.5";"18.1%";"0.6";"71.5%";"4.7%"
"1040";"ABL Group";"11.10";"NOK";"Norway";"ABL";"Energy";"1525.4";"-26.1";"-219.6%";;"3.3%";"10.0%"
"437";"Absolent Air Care";"181.50";"SEK";"Sweden";"ABSO";"Industrials";"2054.8";"29.3";"-51.2%";"-0.6";"11.7%";"-38.0%"
"1336";"Absolicon";"5.00";"SEK";"Sweden";"ABSL B";"Utilities";"40.3";"-2.9";"33.4%";;"-35.9%";"20.5%"
"1323";"AcadeMedia";"98.10";"SEK";"Sweden";"ACAD";"Industrials";"9423.4";"11.6";"19.7%";"0.6";"10.5%";"15.9%"
"1397";"Acarix";"0.28";"SEK";"Sweden";"ACARIX";"Health Care";"326.7";"-6.8";"41.0%";;"-241.3%";"-9.2%"
"2198";"Acast";"26.50";"SEK";"Sweden";"ACAST";"Technology";"4835.3";"-42.7";"-243.5%";;"-2.5%";"63.8%"
"1572";"Acconeer";"9.82";"SEK";"Sweden";"ACCON";"Industrials";"747.7";"-33.9";"51.7%";;"-18.8%";"67.0%"
"2597";"Ace Digital";"0.44";"NOK";"Norway";"ACED";"Technology";"57.0";;;;;
"432";"Acenta Group";"5.00";"SEK";"Sweden";"PADEL";"Consumer Durables";"40.1";"-0.3";;;;"-50.2%"
"1402";"AcouSort";"2.88";"SEK";"Sweden";"ACOU";"Health Care";"61.0";"-4.6";"37.6%";;"-90.7%";"-32.3%"
"607";"Acrinova A";"11.10";"SEK";"Sweden";"ACRI A";"Financials";"483.3";"32.9";"-41.7%";"-0.8";"3.7%";"15.0%"
"525";"Acroud";"0.13";"SEK";"Sweden";"ACROUD";"Consumer Durables";"171.4";"-3.1";"73.0%";;"-1.8%";"-6.8%"
"1426";"Actic Group";"29.70";"SEK";"Sweden";"ATIC";"Consumer Durables";"675.9";"8.7";"969.2%";"0.0";"14.4%";"156.9%"
"6";"Active Biotech";"0.041";"SEK";"Sweden";"ACTI";"Health Care";"107.3";"-1.4";"66.7%";;;"-65.0%"
"1451";"AcuCort";"0.58";"SEK";"Sweden";"ACUC";"Health Care";"136.9";"-5.2";"23.5%";;"-72.1%";"-34.4%"
"1326";"Acuvi";"11.72";"SEK";"Sweden";"ACUVI";"Industrials";"390.9";"-25.5";"-138.3%";;"-1.3%";"-30.7%"
"1015";"AddLife";"138.10";"SEK";"Sweden";"ALIF B";"Health Care";"16910.3";"30.0";"123.3%";"0.2";"12.6%";"-16.0%"
"7";"Addnode";"64.90";"SEK";"Sweden";"ANOD B";"Technology";"8862.3";"22.9";"-6.0%";"-3.8";"10.8%";"-47.5%"
"8";"Addtech";"296.80";"SEK";"Sweden";"ADDT B";"Industrials";"80965.3";"38.6";"15.4%";"2.5";"24.3%";"-13.1%"
"1672";"Admicom";"30.75";"EUR";"Finland";"ADMCM";"Technology";"1728.9";"29.1";"-10.2%";"-2.9";"29.0%";"-50.6%"
"2348";"Administer";"2.28";"EUR";"Finland";"ADMIN";"Technology";"381.9";"-19.7";"28.9%";;"-1.0%";"-8.3%"
"1736";"ADS Maritime";"2.40";"NOK";"Norway";"ADS";"Industrials";"175.5";"18.7";"-35.5%";"-0.5";"-2.7%";"9.3%"
"2318";"Adtraction";"31.20";"SEK";"Sweden";"ADTR";"Consumer Durables";"518.1";"-62.4";"39.8%";;"-15.9%";"-11.1%"
"420";"Advenica";"13.80";"SEK";"Sweden";"ADVE";"Technology";"607.0";"36.6";"105.8%";"0.3";"28.8%";"-30.1%"
"1751";"Adverty";"0.041";"SEK";"Sweden";"ADVT";"Consumer Durables";"22.6";"-1.4";"69.7%";;"-68.6%";"-77.0%"
"1411";"Aerowash";"2.62";"SEK";"Sweden";"AERW B";"Industrials";"54.4";"-4.7";"-189.1%";;"-27.3%";"-33.2%"
"1009";"AF Gruppen";"175.60";"NOK";"Norway";"AFG";"Industrials";"20559.4";"17.6";"53.2%";"0.3";"44.9%";"10.8%"
"793";"Afarak";"0.25";"EUR";"Finland";"AFAGR";"Materials";"769.5";"-7.7";"-17.9%";;"-2.3%";"-31.3%"
"1700";"Africa Energy";"2.12";"SEK";"Sweden";"AEC";"Energy";"1015.8";"-3.6";"90.6%";;"-72.4%";"66.9%"
"1701";"Africa Resources";"0.46";"SEK";"Sweden";"AFRI";"Materials";"23.0";"-3.0";"-79.8%";;"-20.4%";"-3.3%"
"241";"AFRY";"123.00";"SEK";"Sweden";"AFRY";"Industrials";"13930.0";"17.4";"-34.9%";"-0.5";"8.5%";"-45.6%"
"1289";"Agat Ejendomme";"1.11";"DKK";"Denmark";"AGAT";"Financials";"197.4";"27.8";"109.2%";"0.3";"2.4%";"-27.3%"
"395";"Ages Industri";"48.00";"SEK";"Sweden";"AGES B";"Industrials";"347.2";"16.4";"113.5%";"0.1";"8.5%";"-30.1%"
"1214";"AGF B";"1.17";"DKK";"Denmark";"AGF B";"Consumer Durables";"954.0";"-24.3";"-582.0%";;"-10.0%";"37.9%"
"1686";"Agillic";"6.90";"DKK";"Denmark";"AGILC";"Technology";"116.2";"-6.8";"40.9%";;;"-33.3%"
"1981";"Agilyx";"12.40";"NOK";"Norway";"AGLX";"Industrials";"1607.5";"-5.2";"-48.5%";;"-5.6%";"-65.6%"
"1478";"Agtira";"1.99";"SEK";"Sweden";"AGTIRA B";"Food and Beverage";"263.0";"-5.5";"79.4%";;"-22.0%";"31.8%"
"2337";"Aiforia Technologies";"1.73";"EUR";"Finland";"AIFORIA";"Technology";"650.9";"-4.2";"4.0%";;"-71.7%";"-61.7%"
"578";"AIK Fotboll";"1.60";"SEK";"Sweden";"AIK B";"Consumer Durables";"34.8";"-1.6";"-429.5%";;"-54.2%";"-11.9%"
"545";"Aike";"0.054";"SEK";"Sweden";"AIKE B";"Industrials";"4.0";"-0.1";"96.6%";;"-162.2%";"-85.0%"
"1395";"Aino Health";"0.14";"SEK";"Sweden";"AINO";"Industrials";"29.5";"-4.8";"38.2%";;;"-34.3%"
"1599";"Aixia";"52.60";"SEK";"Sweden";"AIXIA B";"Technology";"82.9";"-23.7";"-124.8%";;"-9.2%";"-58.2%"
"1036";"Akastor";"14.90";"NOK";"Norway";"AKAST";"Energy";"4205.1";"-27.6";"-109.1%";;"-0.3%";"7.5%"
"1037";"Aker";"1134.00";"NOK";"Norway";"AKER";"Financials";"86809.6";"23.3";"-66.1%";"-0.4";"-0.7%";"75.5%"
"1954";"Aker BioMarine";"106.00";"NOK";"Norway";"AKBM";"Food and Beverage";"9577.7";"-329.4";"80.6%";;"4.4%";"76.0%"
"886";"Aker BP";"366.80";"NOK";"Norway";"AKRBP";"Energy";"238780.5";"173.6";"-92.8%";"-1.9";"12.4%";"43.9%"
"2070";"Aker Horizons";"0.032";"NOK";"Norway";"AKH";"Financials";"22.7";"-0.1";"85.0%";;"-1.6%";"-106.5%"
"884";"Aker Solutions";"45.06";"NOK";"Norway";"AKSO";"Energy";"22842.4";"8.5";"-4.2%";"-2.0";"30.4%";"31.0%"
"2243";"Akobo Minerals";"1.65";"NOK";"Norway";"AKOBO";"Materials";"391.2";"-2.2";"26.8%";;"4.6%";"-10.7%"
"704";"Aktia Bank";"12.56";"EUR";"Finland";"AKTIA";"Financials";"10341.1";"87.6";"-86.2%";"-1.0";"0.2%";"6.9%"
"1038";"AKVA Group";"104.50";"NOK";"Norway";"AKVA";"Food and Beverage";"3946.8";"21.1";"60.4%";"0.3";"10.7%";"60.2%"
"952";"AL Sydbank";"516.50";"DKK";"Denmark";"ALSYDB";"Financials";"66907.3";"14.8";"-31.2%";"-0.5";"0.8%";"5.6%"
"1358";"Alcadon Group";"32.00";"SEK";"Sweden";"ALCA";"Industrials";"784.4";"16.3";"27.7%";"0.6";"8.2%";"26.1%"
"2025";"Alefarm Brewing";"3.06";"DKK";"Denmark";"ALEFRM";"Food and Beverage";"65.4";"-28.5";"55.3%";;"-19.1%";"98.4%"
"2152";"Alexandria Group";"10.10";"EUR";"Finland";"ALEX";"Financials";"1252.2";"14.4";"-12.3%";"-1.2";"20.5%";"-0.3%"
"10";"Alfa Laval";"515.80";"SEK";"Sweden";"ALFA";"Industrials";"213193.5";"25.8";"11.9%";"2.2";"21.5%";"5.5%"
"739";"Alimak";"109.20";"SEK";"Sweden";"ALIG";"Industrials";"11747.0";"19.1";"-3.1%";"-6.3";"9.3%";"-30.3%"
"930";"Alisa Pankki";"0.16";"EUR";"Finland";"ALISA";"Financials";"263.0";"-11.2";"-2.9%";;"-2.2%";"-26.2%"
"1187";"ALK-Abello";"204.60";"DKK";"Denmark";"ALK B";"Health Care";"68840.6";"37.9";"46.7%";"0.8";"25.5%";"33.5%"
"2413";"Alleima";"72.75";"SEK";"Sweden";"ALLEI";"Industrials";"18251.3";"27.1";"-45.1%";"-0.6";"5.7%";"-27.8%"
"1385";"Alligator Bioscience";"0.19";"SEK";"Sweden";"ATORX";"Health Care";"98.9";"-0.1";"99.4%";;;"-106.1%"
"1477";"Alligo";"125.40";"SEK";"Sweden";"ALLIGO B";"Industrials";"6383.6";"24.1";"-4.8%";"-5.1";"6.7%";"-19.1%"
"364";"ALM Equity";"47.70";"SEK";"Sweden";"ALM";"Financials";"1586.9";"-3.5";"81.4%";;"-3.6%";"-62.0%"
"1188";"Alm. Brand";"15.92";"DKK";"Denmark";"ALMB";"Financials";"34929.0";"18.1";"74.1%";"0.2";"5.0%";"-13.2%"
"714";"Alma Media";"12.80";"EUR";"Finland";"ALMA";"Consumer Durables";"11810.4";"19.0";"5.9%";"3.2";"19.9%";"-4.3%"
"2311";"Alpcot";"1.04";"SEK";"Sweden";"ALPCOT B";"Financials";"207.7";"40.9";"117.7%";"0.3";"4.2%";"-0.5%"
"2580";"Alvotech SDB";"34.65";"SEK";"Sweden";"ALVO SDB";"Health Care";"12005.8";"17.2";;;"4.1%";
"1752";"AlzeCure Pharma";"1.72";"SEK";"Sweden";"ALZCUR";"Health Care";"197.7";"-3.6";"-3.1%";;;"-50.0%"
"916";"Alzinova";"0.60";"SEK";"Sweden";"ALZ";"Health Care";"93.1";"-2.3";"38.6%";;"-21.0%";"-85.6%"
"1419";"Ambea";"131.80";"SEK";"Sweden";"AMBEA";"Health Care";"11084.5";"16.5";"10.7%";"1.5";"8.7%";"10.2%"
"1189";"Ambu";"67.95";"DKK";"Denmark";"AMBU B";"Health Care";"27630.8";"33.6";"66.9%";"0.5";"12.2%";"-53.1%"
"501";"Amhult 2";"58.00";"SEK";"Sweden";"AMH2 B";"Financials";"397.2";"12.5";"58.4%";"0.2";"2.1%";"-6.6%"
"1891";"Amido";"3.84";"SEK";"Sweden";"AMIDO";"Industrials";"113.4";"-8.8";"-55.3%";;"-108.5%";"-16.9%"
"1950";"Andfjord Salmon";"27.90";"NOK";"Norway";"ANDF";"Food and Beverage";"3080.3";"-18.2";"-42.9%";;"-3.0%";"-27.9%"
"492";"Angler Gaming";"3.20";"SEK";"Sweden";"ANGL";"Consumer Durables";"240.0";"4.9";"90.5%";"0.1";"55.0%";"-23.9%"
"2048";"Annehem Fastigheter";"17.70";"SEK";"Sweden";"ANNE B";"Financials";"1566.3";"18.2";"18.4%";"1.0";"2.4%";"5.9%"
"1446";"Annexin";"14.50";"SEK";"Sweden";"ANNX";"Health Care";"102.4";"-2.8";"44.6%";;;"-61.7%"
"2257";"Anora Group";"3.87";"EUR";"Finland";"ANORA";"Food and Beverage";"2924.3";"47.5";"-47.6%";"-1.0";"4.7%";"1.2%"
"13";"Anoto";"0.048";"SEK";"Sweden";"ANOT";"Technology";"52.8";"-0.6";"46.7%";;"-233.8%";"19.8%"
"792";"Apetit";"14.00";"EUR";"Finland";"APETIT";"Food and Beverage";"990.7";"9.7";"5.9%";"1.7";"11.4%";"-11.4%"
"2556";"Apotea";"57.34";"SEK";"Sweden";"APOTEA";"Food and Beverage";"6035.9";"26.1";"5.2%";"5.0";"27.7%";"-32.1%"
"2605";"Appear";"60.40";"NOK";"Norway";"APR";"Technology";"2564.2";;;;;
"2613";"APR Technologies";"9.82";"SEK";"Sweden";"APRTEC";"Industrials";"239.6";;;;;
"767";"Aptahem";"0.93";"SEK";"Sweden";"APTA";"Health Care";"19.5";"-3.0";"79.5%";;"-10.1%";"51.1%"
"505";"AQ Group";"183.30";"SEK";"Sweden";"AQ";"Industrials";"16814.7";"24.8";"1.5%";"16.4";"20.2%";"-3.8%"
"1156";"Aqua Bio Technology";"5.30";"NOK";"Norway";"ABTEC";"Food and Beverage";"83.1";"-0.1";"-206.7%";;"-447.0%";"-92.7%"
"2244";"Aquaticus Real Estate";"52.50";"SEK";"Sweden";"AQUAT";"Financials";"161.7";"12.6";"-19.3%";"-0.6";"5.6%";"-26.3%"
"1041";"Archer";"25.50";"NOK";"Norway";"ARCH";"Energy";"2613.2";"-6.1";"-11.1%";;"8.8%";"-3.0%"
"433";"Arcoma";"8.30";"SEK";"Sweden";"ARCOMA";"Health Care";"118.8";"23.6";"-58.5%";"-0.4";"15.8%";"-25.3%"
"2085";"Arctic Bioscience";"3.10";"NOK";"Norway";"ABS";"Food and Beverage";"86.1";"-1.8";"10.3%";;"-18.0%";"-30.8%"
"2391";"Arctic Blue Beverages";"0.11";"SEK";"Sweden";"ARCTIC";"Food and Beverage";"8.8";"-0.6";"69.0%";;;"-101.6%"
"2608";"Arctic Falls";"74.80";"SEK";"Sweden";"ARFA";"Industrials";"675.9";"18.4";;;"20.2%";
"2084";"Arctic Fish";"32.60";"NOK";"Norway";"AFISH";"Food and Beverage";"1511.2";"-58.6";"-778.9%";;"-8.7%";"-56.6%"
"262";"Arctic Minerals";"6.10";"SEK";"Sweden";"ARCT";"Materials";"286.9";"-13.7";"-97.4%";;"-19.4%";"102.4%"
"381";"Arctic Paper";"20.05";"SEK";"Sweden";"ARP";"Materials";"1389.2";"-16.0";"-118.7%";;"-4.2%";"-62.6%"
"1046";"ArcticZymes";"19.90";"NOK";"Norway";"AZT";"Health Care";"1046.8";"102.8";"30.5%";"3.4";"1.8%";"8.3%"
"1128";"Arendals Fossekompani";"161.50";"NOK";"Norway";"AFK";"Utilities";"9314.5";"-102.2";"-152.8%";;"0.6%";"24.5%"
"2610";"Argo Defence";"16.25";"SEK";"Sweden";"ARGO";"Industrials";"340.9";;;;;
"1710";"Arion Banki";"13.65";"SEK";"Sweden";"ARION SDB";"Financials";"19383.0";"8.4";"20.4%";"0.4";"2.8%";"10.9%"
"1574";"Arjo";"25.06";"SEK";"Sweden";"ARJO B";"Health Care";"6825.6";"20.4";"-32.8%";"-0.6";"6.5%";"-43.0%"
"2147";"Arla Plast";"44.50";"SEK";"Sweden";"ARPL";"Industrials";"933.6";"10.6";"-9.9%";"-1.1";"18.3%";"-19.3%"
"2248";"Arlandastad";"39.60";"SEK";"Sweden";"AGROUP";"Financials";"2504.9";"18.8";"242.8%";"0.1";"-1.0%";"29.7%"
"1035";"Arribatec";"6.82";"NOK";"Norway";"ARR";"Technology";"484.5";"13.4";"104.3%";"0.1";"12.9%";"117.5%"
"1793";"Ascelia Pharma";"2.97";"SEK";"Sweden";"ACE";"Health Care";"379.9";"-4.4";"54.7%";;"-149.7%";"-11.4%"
"2533";"Asetek";"1.66";"DKK";"Denmark";"ASTK";"Technology";"798.7";"-0.9";"-452.3%";;"-33.7%";"120.9%"
"2573";"Asker Healthcare";"64.30";"SEK";"Sweden";"ASKER";"Health Care";"24672.3";"50.2";"36.2%";"1.4";"8.5%";
"2568";"Asmodee";"97.03";"SEK";"Sweden";"ASMDEE B";"Consumer Durables";"22675.1";"50.9";;;"7.8%";"-5.8%"
"713";"Aspo";"6.62";"EUR";"Finland";"ASPO";"Materials";"2329.6";"9.2";"414.3%";"0.0";"10.1%";"21.5%"
"794";"Aspocomp";"4.53";"EUR";"Finland";"ACG1V";"Technology";"381.7";"75.0";"111.9%";"0.7";"4.6%";"-21.2%"
"17";"Assa Abloy";"321.90";"SEK";"Sweden";"ASSA B";"Industrials";"358138.2";"24.3";"-6.0%";"-4.0";"14.6%";"-4.5%"
"18";"AstraZeneca";"1753.50";"SEK";"Sweden";"AZN";"Health Care";"2719621.0";"28.8";"45.4%";"0.6";"17.7%";"4.7%"
"2403";"Asuntosalkku";"78.00";"EUR";"Finland";"ASUNTO";"Financials";"847.4";"-7.3";;;"-0.6%";"-2.9%"
"1021";"Atea";"141.20";"NOK";"Norway";"ATEA";"Technology";"16344.7";"17.9";"13.2%";"1.4";"27.4%";"-1.8%"
"1447";"Athanase Innovation";"14.20";"SEK";"Sweden";"ATIN";"Financials";"274.0";"-4.8";"-261.2%";;"-35.8%";"-33.6%"
"1219";"Atlantic Petroleum";"13.85";"DKK";"Denmark";"ATLA DKK";"Energy";"94.0";"528.6";"100.5%";"5.3";;"570.6%"
"1705";"Atlantic Sapphire";"5.03";"NOK";"Norway";"ASA";"Food and Beverage";"185.8";"-0.0";"65.4%";;"-44.3%";"-4.0%"
"19";"Atlas Copco A";"159.75";"SEK";"Sweden";"ATCO A";"Industrials";"785722.7";"29.4";"-11.0%";"-2.7";"26.1%";"-16.6%"
"709";"Atria";"17.15";"EUR";"Finland";"ATRAV";"Food and Beverage";"5429.7";"11.9";"2.1%";"5.6";"9.0%";"37.0%"
"20";"Atrium Ljungberg";"31.31";"SEK";"Sweden";"ATRLJ B";"Financials";"20855.7";"20.1";"-13.2%";"-1.5";"2.3%";"-14.8%"
"1675";"Attana";"0.0080";"SEK";"Sweden";"ATANA";"Health Care";"20.6";"-1.9";"53.8%";;"-58.7%";"25.0%"
"920";"Attendo";"101.40";"SEK";"Sweden";"ATT";"Health Care";"15331.3";"18.5";"92.0%";"0.2";"9.4%";"52.4%"
"2427";"Aurskog Sparebank";"268.00";"NOK";"Norway";"AURG";"Financials";"1276.1";"14.2";"3.3%";"4.3";"1.6%";"-4.8%"
"1042";"Austevoll Seafood";"101.40";"NOK";"Norway";"AUSS";"Food and Beverage";"21172.2";"45.8";"-82.8%";"-0.6";"8.0%";"-7.2%"
"21";"Autoliv";"937.00";"SEK";"Sweden";"ALIV SDB";"Consumer Durables";"72431.0";"10.4";"21.3%";"0.5";"26.4%";"-4.3%"
"2285";"Autostore";"10.19";"NOK";"Norway";"AUTO";"Industrials";"35984.9";"42.3";"-39.9%";"-1.1";"7.9%";"-14.1%"
"22";"Avanza Bank";"338.50";"SEK";"Sweden";"AZA";"Financials";"53425.1";"20.4";"15.6%";"1.3";"0.8%";"-2.5%"
"263";"Avensia";"7.00";"SEK";"Sweden";"AVEN";"Technology";"259.9";"12.1";"27.8%";"0.4";"77.5%";"-34.6%"
"1159";"Awilco LNG";"3.63";"NOK";"Norway";"ALNG";"Energy";"495.6";"-4.3";"-165.3%";;"0.4%";"12.1%"
"2151";"Avsalt Group";"0.28";"SEK";"Sweden";"AVSALT";"Industrials";"6.1";"-1.1";"85.2%";;"-107.2%";"-65.4%"
"264";"Avtech";"6.96";"SEK";"Sweden";"AVT B";"Technology";"393.1";"23.2";"34.5%";"0.7";"67.1%";"-17.0%"
"1088";"Axactor";"6.78";"NOK";"Norway";"ACR";"Financials";"2110.0";"4.8";"145.5%";"0.0";"11.2%";"44.0%"
"24";"Axfood";"315.10";"SEK";"Sweden";"AXFO";"Food and Beverage";"68327.2";"29.1";"6.6%";"4.4";"16.3%";"26.2%"
"369";"aXichem";"1.62";"SEK";"Sweden";"AXIC A";"Materials";"109.4";"-5.4";"35.2%";;"-35.1%";"19.9%"
"1754";"Axolot Solutions";"0.35";"SEK";"Sweden";"AXOLOT";"Industrials";"111.7";"-17.5";"81.3%";;"-9.1%";"-41.9%"
"1955";"Ayfie";"4.10";"NOK";"Norway";"AIX";"Technology";"105.6";"-3.6";"39.4%";;;"4.0%"
"2595";"B Treasury Capital";"115.00";"SEK";"Sweden";"BTC B";"Technology";"115096.7";;;;;
"1343";"B2 Impact";"22.90";"NOK";"Norway";"B2I";"Financials";"8747.7";"13.6";"123.5%";"0.1";"10.9%";"114.0%"
"1313";"B3 Consulting";"35.00";"SEK";"Sweden";"B3";"Technology";"318.9";"29.2";"-87.4%";"-0.3";"9.2%";"-51.2%"
"377";"Bactiguard";"16.30";"SEK";"Sweden";"BACTI B";"Health Care";"571.2";"-74.1";"74.1%";;"-0.8%";"-56.7%"
"2074";"BactiQuant";"2.85";"DKK";"Denmark";"BACTIQ";"Industrials";"161.5";"-7.7";"21.1%";;"-198.7%";"-31.3%"
"520";"Bahnhof";"51.00";"SEK";"Sweden";"BAHN B";"Telecom";"5485.8";"30.4";"-18.0%";"-1.7";"160.5%";"-7.3%"
"969";"Bakkafrost";"450.60";"NOK";"Norway";"BAKKA";"Food and Beverage";"27564.0";"32.2";"-18.8%";"-1.7";"5.0%";"-25.7%"
"1517";"Balco Group";"14.60";"SEK";"Sweden";"BALCO";"Industrials";"336.1";"-9.6";"-860.0%";;"-1.6%";"-64.9%"
"1597";"Baltic Sea Properties";"48.80";"NOK";"Norway";"BALT";"Financials";"437.1";"9.3";"-16.6%";"-0.6";"7.1%";"-16.2%"
"1450";"Bambuser";"22.80";"SEK";"Sweden";"BUSER";"Technology";"183.5";"-1.4";"-1.2%";;;"23.4%"
"1029";"Bang & Olufsen";"9.40";"DKK";"Denmark";"BO";"Consumer Durables";"2091.2";"-15.6";"-19.6%";;"-4.4%";"-44.1%"
"2264";"Barramundi";"0.90";"NOK";"Norway";"BARRA";"Food and Beverage";"162.6";"-0.3";"30.3%";;"-37.1%";"17.6%"
"1190";"Bavarian Nordic";"183.30";"DKK";"Denmark";"BAVA";"Health Care";"21931.5";"10.4";"39.2%";"0.3";"15.5%";"1.7%"
"2376";"Bawat Water";"0.93";"SEK";"Sweden";"BAWAT";"Industrials";"82.1";"-3.9";"46.8%";;"-450.6%";"-26.0%"
"27";"BE Group";"24.00";"SEK";"Sweden";"BEGR";"Industrials";"468.0";"-0.7";"-1007.2%";;"-39.2%";"-55.2%"
"2373";"BeammWave";"8.64";"SEK";"Sweden";"BEAMMW B";"Technology";"388.7";"-12.2";"41.8%";;"-47.6%";"88.9%"
"29";"Beijer Alma";"231.00";"SEK";"Sweden";"BEIA B";"Industrials";"13920.5";"24.5";"-20.4%";"-1.2";"12.8%";"7.2%"
"28";"Beijer Ref";"129.75";"SEK";"Sweden";"BEIJ B";"Industrials";"66053.9";"28.3";"5.0%";"5.6";"13.0%";"-26.3%"
"494";"Beowulf Mining";"0.82";"SEK";"Sweden";"BEO SDB";"Materials";"51.5";"-0.6";"24.3%";;"-19.1%";"-85.2%"
"2162";"Bergen Carbon";"3.24";"NOK";"Norway";"BCS";"Industrials";"140.1";"-3.3";"36.8%";;"-266.1%";"-1.6%"
"26";"Bergman & Beving";"272.50";"SEK";"Sweden";"BERG B";"Industrials";"7476.3";"36.3";"-1.3%";"-27.6";"8.4%";"-16.3%"
"436";"Berner Industrier";"94.00";"SEK";"Sweden";"BERNER B";"Industrials";"1792.5";"24.9";"92.4%";"0.3";"24.4%";"118.2%"
"2197";"Besqab";"24.80";"SEK";"Sweden";"BESQAB";"Financials";"2858.1";"-22.8";"-177.6%";;"-3.2%";"-1.9%"
"2339";"Betolar";"1.05";"EUR";"Finland";"BETOLAR";"Industrials";"253.6";"-3.7";"21.3%";;"-60.8%";"33.6%"
"32";"Betsson";"97.30";"SEK";"Sweden";"BETS B";"Consumer Durables";"13887.6";"7.0";"-1.5%";"-4.6";"33.0%";"-46.9%"
"1694";"Better Collective";"143.40";"SEK";"Sweden";"BETCO";"Consumer Durables";"8425.5";"32.3";"-24.0%";"-1.3";"5.1%";"11.6%"
"2520";"Better Collective";"99.30";"DKK";"Denmark";"BETCO DKK";"Consumer Durables";"8809.9";"32.4";"-24.0%";"-1.4";"5.1%";"14.7%"
"1965";"BEWi";"13.70";"NOK";"Norway";"BEWI";"Materials";"3337.6";"-6.4";"2.4%";;"0.4%";"-51.4%"
"1770";"Beyond Frames";"5.62";"SEK";"Sweden";"BEYOND";"Consumer Durables";"104.7";"-10.4";"47.9%";;"-11.6%";"-48.9%"
"1677";"BHG Group";"23.36";"SEK";"Sweden";"BHG";"Consumer Durables";"4186.9";"28.8";"121.4%";"0.2";"4.7%";"-2.4%"
"1553";"BiBBInstruments";"0.79";"SEK";"Sweden";"BIBB";"Health Care";"32.3";"-2.1";"17.8%";;"-46.6%";"-77.4%"
"1376";"BICO Group";"16.83";"SEK";"Sweden";"BICO";"Health Care";"1187.8";"-0.7";"-1653.2%";;"-154.0%";"-65.3%"
"2493";"Bien Sparebank";"147.00";"NOK";"Norway";"BIEN";"Financials";"860.0";"13.6";"1.1%";"12.0";"1.4%";"-3.3%"
"33";"Bilia";"121.50";"SEK";"Sweden";"BILI A";"Consumer Durables";"11700.5";"14.8";"14.3%";"1.0";"9.4%";"-19.6%"
"34";"Billerud";"70.55";"SEK";"Sweden";"BILL";"Materials";"17610.1";"24.8";"-59.4%";"-0.4";"3.4%";"-46.2%"
"389";"BIMobject";"4.09";"SEK";"Sweden";"BIM";"Technology";"603.2";"-9.7";"-370.9%";;"-57.2%";"-50.1%"
"299";"Binero Group";"2.08";"SEK";"Sweden";"BINERO";"Technology";"286.8";"-5.2";"-463.3%";;"-23.2%";"-18.7%"
"1538";"BioArctic";"302.60";"SEK";"Sweden";"BIOA B";"Health Care";"26846.4";"26.2";"675.2%";"0.0";"124.1%";"37.2%"
